Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Career
2,3,0,2,3,3,2,1,2,0,3,3,3,1,3,2,3,0,Psychologist
0,3,2,2,3,3,2,4,2,2,3,3,2,3,3,2,4,3,Psychologist
2,3,4,2,3,3,2,4,2,2,3,3,4,1,0,1,3,2,Psychologist
1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,2,1,2,Psychologist
2,3,0,2,3,3,2,1,2,2,3,0,3,3,4,2,3,2,Psychologist
2,4,2,2,3,3,2,0,2,2,3,3,3,3,3,2,3,2,Psychologist
2,4,4,2,3,3,2,4,2,3,3,3,3,3,3,2,3,2,Psychologist
1,4,2,2,4,3,2,1,1,3,4,1,2,2,2,3,2,3,UX Designer
1,4,2,2,4,3,2,1,1,3,4,3,2,2,1,1,2,3,UX Designer
1,4,0,2,0,2,2,1,1,3,4,2,2,2,2,1,2,0,UX Designer
1,4,2,0,4,3,2,3,0,1,4,3,2,2,2,1,2,3,UX Designer
1,4,2,2,4,0,2,1,4,3,4,0,2,2,2,1,2,3,UX Designer
1,4,2,2,4,3,2,1,1,3,0,3,4,2,2,2,2,3,UX Designer
1,4,2,2,2,3,2,3,1,3,0,3,2,2,2,1,2,3,UX Designer
1,4,2,2,4,3,2,1,1,3,0,3,4,1,1,1,2,3,UX Designer
3,3,2,2,4,3,2,1,1,3,4,3,1,2,3,1,2,3,UX Designer
1,4,2,2,4,3,2,1,1,3,4,2,2,2,2,1,4,3,UX Designer
1,4,3,2,4,4,2,1,1,3,4,3,2,1,1,1,2,3,UX Designer
1,4,2,2,4,3,2,1,1,3,1,3,4,0,2,2,2,3,UX Designer
1,3,2,2,4,3,4,2,1,3,4,3,3,4,2,1,1,3,UX Designer
1,4,2,2,4,3,2,1,1,2,4,0,2,2,2,4,2,4,UX Designer
1,4,2,2,4,3,2,1,4,3,2,3,3,2,2,1,4,3,UX Designer
1,4,4,4,4,2,2,4,3,3,4,0,2,2,2,1,2,0,UX Designer
1,4,2,3,4,3,2,1,1,4,4,3,2,2,3,1,2,4,UX Designer
1,2,2,1,4,3,0,0,1,1,2,3,3,2,2,1,0,3,UX Designer
1,4,3,2,4,3,2,1,0,3,4,1,2,1,2,1,2,3,UX Designer
1,4,2,2,4,0,2,1,1,3,4,3,2,2,2,1,2,3,UX Designer
1,4,3,2,4,3,2,1,2,3,4,3,2,2,2,1,4,3,UX Designer
1,4,2,2,3,3,2,1,1,3,0,4,2,2,4,1,1,3,UX Designer
1,0,2,2,4,3,2,0,1,3,4,3,2,2,1,1,2,3,UX Designer
1,4,2,2,4,3,2,0,1,3,4,3,2,2,2,1,2,3,UX Designer
1,4,2,2,4,3,2,1,1,4,4,3,2,0,2,1,2,3,UX Designer
1,4,1,2,4,3,2,1,1,3,4,3,2,2,2,1,2,3,UX Designer
0,4,2,0,4,3,2,1,1,3,4,3,2,2,2,1,1,4,UX Designer
4,4,0,2,4,3,2,1,4,3,4,3,3,2,2,1,2,3,UX Designer
1,4,2,2,4,3,1,0,1,3,3,1,2,0,0,3,0,3,UX Designer
1,4,2,4,4,3,4,3,3,2,4,3,2,2,2,4,2,3,UX Designer
3,3,1,3,0,3,3,3,2,3,2,0,2,3,3,4,3,2,Doctor
3,3,1,3,2,3,3,3,0,1,2,3,2,3,3,2,3,2,Doctor
2,2,2,3,2,3,3,3,4,3,2,3,3,3,2,2,3,2,Doctor
3,3,3,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,Doctor
3,3,1,3,1,1,3,3,2,3,2,3,2,3,3,2,3,2,Doctor
3,3,1,3,2,3,0,3,2,0,2,3,3,3,4,2,3,2,Doctor
3,3,1,3,2,3,3,3,1,1,0,3,0,3,4,2,3,2,Doctor
3,3,0,3,2,3,0,3,2,3,4,3,2,3,3,2,3,2,Doctor
0,3,1,3,2,3,0,3,2,3,3,3,2,3,4,2,3,2,Doctor
3,3,1,3,2,3,3,2,4,3,2,3,2,4,3,2,3,2,Doctor
3,3,1,3,2,3,3,2,2,4,2,3,2,1,3,2,3,2,Doctor
3,0,1,3,2,3,3,3,2,1,2,3,2,3,3,4,3,2,Doctor
3,3,1,3,2,3,3,3,1,3,2,3,2,3,3,2,3,2,Doctor
3,3,1,3,2,3,3,3,2,3,4,3,0,3,3,4,3,2,Doctor
3,3,1,3,3,3,3,3,2,3,2,3,2,3,3,2,3,2,Doctor
2,3,1,3,2,3,2,3,2,3,2,2,2,3,3,2,3,2,Doctor
3,3,1,3,2,2,3,3,2,2,2,3,2,2,3,2,3,2,Doctor
2,3,1,3,2,3,3,3,2,3,0,3,2,3,3,2,3,4,Doctor
3,3,1,4,2,3,3,1,2,3,2,3,2,3,3,1,3,0,Doctor
1,0,1,3,2,3,3,3,2,3,2,3,2,3,3,1,1,2,Doctor
3,3,3,3,2,2,3,3,4,3,2,3,4,3,2,4,3,2,Doctor
0,1,1,4,2,3,3,3,1,3,0,4,2,2,3,1,3,2,Doctor
3,0,4,3,2,3,3,3,2,3,2,3,4,2,3,2,3,2,Doctor
3,3,1,3,2,3,3,3,2,3,1,1,2,3,3,2,3,2,Doctor
3,3,1,3,2,3,2,3,2,3,3,3,2,4,3,2,0,2,Doctor
1,3,1,3,2,3,3,3,1,3,2,3,2,3,3,2,3,3,Doctor
3,3,1,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,Doctor
1,3,1,0,1,2,3,3,3,3,2,3,2,3,4,2,2,2,Doctor
3,3,1,3,3,3,3,1,2,3,2,3,2,3,3,2,3,2,Doctor
3,3,1,3,2,3,3,3,2,3,2,3,2,3,3,2,3,1,Doctor
1,4,1,0,4,2,1,0,1,1,1,4,1,3,1,0,1,3,Engineer
1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,Engineer
1,0,1,0,0,1,1,0,1,0,1,1,2,0,1,0,4,4,Engineer
0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,Engineer
1,0,1,0,0,1,1,1,4,0,1,1,1,0,0,0,1,3,Engineer
1,0,1,2,0,1,1,0,1,3,4,1,1,0,1,0,1,4,Engineer
1,0,1,0,0,1,2,0,1,0,1,1,1,0,2,2,1,0,Engineer
2,0,4,0,0,1,1,0,1,0,4,1,1,1,2,0,3,0,Engineer
1,0,1,0,0,1,1,0,1,1,2,1,1,0,1,0,1,0,Engineer
2,0,4,0,0,0,1,0,1,0,3,1,1,0,1,0,1,0,Engineer
2,0,1,0,0,1,1,0,0,0,3,4,0,0,1,2,1,0,Engineer
1,0,1,0,3,1,0,0,1,1,0,1,1,0,1,0,1,3,Engineer
1,0,1,1,0,4,1,0,1,0,2,1,1,0,1,0,2,0,Engineer
1,0,1,0,4,1,1,1,1,0,1,1,1,0,3,0,1,0,Engineer
1,0,1,1,0,1,1,0,1,0,1,1,2,0,1,4,1,0,Engineer
1,2,1,2,4,1,2,3,1,3,1,1,1,0,1,0,1,0,Engineer
1,0,1,0,0,1,1,4,1,0,1,1,0,0,1,0,1,0,Engineer
1,0,1,0,0,1,1,0,1,0,1,2,1,0,4,0,1,0,Engineer
1,0,1,0,0,1,3,1,1,0,3,3,1,0,1,0,1,0,Engineer
1,0,1,0,0,1,1,0,1,4,1,1,4,0,3,4,1,0,Engineer
1,0,1,4,0,1,2,0,4,0,2,1,1,1,1,0,4,0,Engineer
1,4,1,0,0,1,4,0,1,0,1,1,1,0,0,0,1,4,Engineer
1,0,1,0,0,0,1,0,1,0,1,3,1,0,4,0,1,0,Engineer
1,0,1,0,0,1,3,0,1,0,2,2,1,0,1,0,1,0,Engineer
4,4,1,0,0,0,1,0,1,1,1,1,1,0,1,4,1,0,Engineer
4,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,Engineer
1,3,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,Engineer
1,0,2,0,0,1,1,3,1,0,3,1,1,0,1,0,3,0,Engineer
1,0,1,2,0,1,1,0,1,0,4,1,3,1,1,2,1,0,Engineer
1,0,0,0,0,4,2,0,2,0,1,1,1,0,1,0,1,2,Engineer
4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,Writer
4,4,3,4,4,3,4,0,4,1,4,3,3,4,4,4,3,4,Writer
4,4,3,4,4,3,4,3,1,4,4,3,3,4,4,4,3,4,Writer
4,1,3,4,4,3,4,3,4,4,4,3,0,4,4,4,3,3,Writer
4,4,3,4,4,3,4,3,4,4,4,3,3,0,0,4,2,3,Writer
1,3,1,4,4,3,4,3,4,4,0,3,3,4,4,4,3,4,Writer
1,3,3,4,4,3,4,3,4,4,1,3,3,4,4,4,4,4,Writer
4,2,3,1,1,3,4,2,4,4,4,3,3,4,4,4,3,3,Writer
4,4,3,4,4,3,2,4,4,4,0,3,3,4,4,4,3,3,Writer
4,4,3,4,4,3,4,3,4,4,4,3,3,4,2,4,3,1,Writer
4,4,3,4,2,3,4,1,4,4,4,3,0,4,4,0,4,4,Writer
4,4,3,3,4,3,4,2,4,4,4,3,4,2,3,4,3,2,Writer
0,4,3,4,4,1,4,3,4,3,4,1,1,3,4,4,0,1,Writer
4,4,3,1,1,3,4,3,4,4,3,3,3,4,2,4,1,4,Writer
4,4,3,4,3,3,4,3,4,4,2,3,2,4,4,0,3,4,Writer
1,4,3,4,4,3,4,3,0,4,4,3,3,4,4,2,0,1,Writer
4,4,3,4,4,3,4,3,4,4,4,3,3,4,4,4,0,4,Writer
4,4,3,4,2,3,4,3,4,4,4,3,3,4,4,3,3,4,Writer
2,4,3,4,4,3,4,3,4,4,4,3,0,2,4,0,3,1,Writer
0,4,1,3,4,3,4,1,4,0,4,3,3,2,4,4,3,4,Writer
4,4,3,4,3,3,4,3,4,0,4,3,3,4,4,4,3,4,Writer
4,4,3,4,4,3,4,3,4,4,2,3,3,4,4,4,3,4,Writer
4,4,3,4,4,3,4,3,1,4,4,1,3,4,4,4,0,4,Writer
4,4,4,4,4,3,4,4,4,4,4,4,4,4,0,4,3,4,Writer
4,4,3,4,4,1,4,3,4,4,2,3,2,1,4,4,3,4,Writer
4,4,3,3,4,0,4,3,4,4,3,3,3,4,4,4,3,4,Writer
4,4,3,4,4,2,4,3,4,4,4,3,3,4,4,4,3,4,Writer
4,4,0,1,4,1,4,3,4,4,2,3,3,4,4,1,3,4,Writer
4,4,3,4,3,4,4,3,4,2,4,3,3,2,4,4,3,4,Writer
4,4,3,4,3,3,4,3,0,4,4,3,1,4,4,4,0,4,Writer
3,0,1,0,1,0,0,2,1,1,1,1,1,0,1,1,0,3,Scientist
1,0,1,0,1,2,4,2,3,0,1,1,0,0,1,1,0,1,Scientist
1,0,1,4,1,0,0,1,1,3,1,1,0,2,3,1,0,1,Scientist
1,0,1,1,1,0,0,2,0,1,1,1,0,0,1,1,0,4,Scientist
1,0,1,0,1,0,3,2,1,1,0,1,0,0,1,1,0,2,Scientist
1,0,1,0,1,0,0,2,3,4,1,1,0,0,1,1,2,1,Scientist
1,0,1,0,3,0,0,2,1,1,1,1,0,0,2,1,3,0,Scientist
1,0,1,0,1,2,0,2,2,1,1,1,1,0,1,1,0,0,Scientist
1,0,2,0,1,0,1,2,3,1,1,1,2,0,1,0,0,1,Scientist
0,0,1,0,1,0,0,2,0,2,1,1,0,0,1,1,0,1,Scientist
1,2,1,3,2,0,0,2,1,1,1,1,0,0,1,1,4,1,Scientist
1,0,1,0,3,0,1,2,2,0,1,1,0,0,3,1,4,1,Scientist
1,0,1,3,1,3,0,2,1,1,1,1,0,0,3,1,0,1,Scientist
1,0,0,4,1,0,0,2,0,1,1,1,0,0,1,1,3,1,Scientist
1,1,1,0,1,0,0,2,1,1,1,3,0,0,1,1,0,1,Scientist
1,2,1,0,1,0,0,2,1,3,4,1,0,0,1,0,0,1,Scientist
3,0,4,0,1,1,0,1,2,2,1,1,0,4,1,1,0,0,Scientist
1,0,1,0,1,4,0,2,1,3,1,1,0,3,1,4,0,1,Scientist
1,0,1,0,3,0,0,2,0,1,1,1,0,0,2,4,0,3,Scientist
1,0,1,1,3,3,0,2,1,1,1,1,2,0,1,1,0,2,Scientist
1,2,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,Scientist
1,0,1,0,1,0,0,2,1,3,1,1,0,0,3,1,0,1,Scientist
1,0,1,0,3,0,0,1,1,1,0,1,0,1,1,0,0,1,Scientist
1,0,1,0,1,0,0,2,2,1,4,1,0,0,1,1,0,1,Scientist
1,0,1,0,1,0,0,2,1,1,1,1,0,2,3,1,0,1,Scientist
1,0,4,0,1,0,0,2,1,1,4,1,2,0,1,1,0,1,Scientist
1,0,1,0,1,0,0,2,1,2,1,1,0,0,3,3,0,2,Scientist
1,0,1,0,1,0,0,2,1,1,1,1,0,0,3,1,0,1,Scientist
2,0,1,0,4,0,0,1,1,1,1,1,0,0,1,1,0,1,Scientist
1,0,1,0,1,0,0,2,1,1,1,1,0,0,1,3,0,1,Scientist
3,4,4,1,0,3,4,3,3,4,4,4,3,4,4,4,3,4,Graphic Designer
3,4,3,4,4,3,4,3,3,4,4,1,3,1,4,4,1,4,Graphic Designer
3,3,0,4,4,2,4,4,3,4,4,4,3,3,4,4,3,4,Graphic Designer
3,4,4,4,4,0,4,3,3,4,1,4,3,3,4,4,3,2,Graphic Designer
3,4,0,4,4,0,4,3,3,4,4,4,3,3,4,4,3,4,Graphic Designer
3,4,4,4,4,3,3,3,3,4,1,4,3,4,4,4,3,4,Graphic Designer
3,4,4,4,4,3,4,2,3,4,4,1,3,3,4,4,3,4,Graphic Designer
3,4,4,4,4,3,4,0,3,4,3,4,3,3,4,1,2,4,Graphic Designer
3,4,4,4,4,3,0,4,3,4,4,4,3,3,4,4,3,4,Graphic Designer
3,4,4,4,4,4,4,3,3,4,4,4,1,3,0,4,3,4,Graphic Designer
3,4,4,4,0,3,3,4,3,4,0,4,3,3,4,4,4,4,Graphic Designer
3,4,4,4,4,3,4,1,0,4,4,4,3,3,4,4,3,1,Graphic Designer
3,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,3,2,Graphic Designer
3,4,4,4,4,3,4,3,3,4,4,2,3,3,3,4,4,4,Graphic Designer
2,4,2,1,4,3,4,1,3,4,4,4,3,4,4,4,3,4,Graphic Designer
1,4,0,3,4,3,4,3,3,4,4,4,3,3,2,4,3,4,Graphic Designer
3,3,4,2,4,3,3,3,3,1,4,4,3,3,4,0,0,4,Graphic Designer
3,4,4,4,4,1,4,2,3,4,4,1,0,3,4,4,2,4,Graphic Designer
3,4,4,4,4,3,2,3,3,2,1,4,3,3,4,4,1,4,Graphic Designer
3,4,4,4,4,1,0,3,3,4,4,4,3,3,2,4,3,2,Graphic Designer
0,4,4,2,4,3,4,3,3,4,4,4,0,3,4,1,3,4,Graphic Designer
3,0,4,4,4,3,0,3,3,4,4,4,3,3,4,3,3,4,Graphic Designer
3,4,4,4,4,3,4,3,3,4,4,1,3,3,4,4,3,1,Graphic Designer
3,4,4,4,3,3,4,3,3,4,2,1,3,0,0,4,3,4,Graphic Designer
3,4,3,2,4,3,4,3,3,4,4,4,3,4,4,4,2,4,Graphic Designer
3,4,4,0,4,2,4,3,3,1,4,4,0,1,4,4,1,4,Graphic Designer
1,4,4,4,4,3,4,3,0,0,4,4,3,3,4,4,4,4,Graphic Designer
3,4,4,4,4,3,4,3,3,4,4,4,3,3,4,3,3,4,Graphic Designer
1,4,4,2,4,3,3,2,3,4,4,4,3,0,4,4,4,4,Graphic Designer
3,4,4,4,2,3,1,3,3,2,4,1,3,3,4,4,3,1,Graphic Designer
4,3,4,3,0,3,3,4,0,3,4,4,1,3,4,1,3,4,Philosopher
4,3,4,3,0,1,3,4,3,3,4,4,4,4,3,4,3,4,Philosopher
4,3,4,3,0,2,3,4,3,3,4,4,4,4,4,4,3,4,Philosopher
4,3,4,4,4,2,3,4,4,3,4,4,2,4,4,4,3,4,Philosopher
4,1,4,3,1,3,3,4,3,3,1,1,4,4,4,4,3,1,Philosopher
4,3,4,3,4,1,3,4,3,3,4,2,4,4,4,4,3,4,Philosopher
4,3,4,3,4,2,3,4,3,2,4,0,4,4,4,4,3,4,Philosopher
4,3,4,3,4,2,3,3,3,3,1,4,4,1,4,4,3,4,Philosopher
4,3,4,3,1,2,3,4,3,3,4,4,4,4,4,4,3,4,Philosopher
4,3,4,3,4,2,3,4,3,1,4,4,4,4,4,0,3,4,Philosopher
4,3,4,3,4,2,4,4,2,3,4,4,4,4,4,0,4,3,Philosopher
4,3,3,3,0,2,3,4,3,3,4,4,2,4,4,4,0,4,Philosopher
1,0,4,3,3,2,3,4,3,3,3,4,4,1,3,4,2,4,Philosopher
2,2,4,3,4,2,3,4,2,3,4,4,4,4,3,4,3,4,Philosopher
1,3,4,3,4,2,3,4,3,3,4,4,4,0,4,3,3,4,Philosopher
4,3,1,3,4,2,3,4,3,3,0,4,4,4,4,4,3,4,Philosopher
4,3,4,3,4,2,3,4,3,3,4,4,4,3,2,4,3,4,Philosopher
2,3,4,3,0,2,3,4,3,3,4,4,4,4,4,4,3,4,Philosopher
4,3,4,3,4,2,3,4,3,3,4,4,4,4,4,4,3,4,Philosopher
4,3,4,3,4,2,3,4,3,3,1,4,4,4,4,4,3,4,Philosopher
4,3,4,3,4,2,3,4,3,3,4,4,0,1,4,4,3,4,Philosopher
4,2,1,3,4,2,3,4,3,3,4,4,4,4,4,1,3,4,Philosopher
4,3,4,3,4,2,3,0,3,3,1,4,4,4,4,4,3,4,Philosopher
1,3,4,3,1,3,3,4,3,3,4,4,4,1,4,4,2,4,Philosopher
4,3,4,3,4,2,3,4,3,3,4,4,4,4,4,4,3,4,Philosopher
4,3,4,3,4,2,3,4,3,4,3,4,4,4,4,4,3,4,Philosopher
4,3,4,3,4,2,3,4,1,3,4,4,3,4,1,4,0,4,Philosopher
0,4,4,3,4,2,3,2,3,4,4,4,4,4,4,4,3,4,Philosopher
0,3,4,3,4,1,3,4,3,3,4,4,4,4,4,1,3,4,Philosopher
4,3,4,3,4,2,3,4,3,3,4,3,0,4,4,4,3,4,Philosopher
1,1,1,0,1,0,3,0,2,0,1,0,3,1,1,0,4,0,Data Analyst
1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,2,1,0,Data Analyst
1,3,1,0,1,0,2,0,2,0,4,0,1,1,4,0,1,0,Data Analyst
3,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,Data Analyst
1,1,1,0,1,0,1,0,1,0,1,3,1,1,1,0,1,0,Data Analyst
1,1,1,0,1,4,1,0,1,1,1,1,1,1,3,0,1,0,Data Analyst
1,1,1,4,1,2,1,0,1,4,1,0,1,1,1,1,1,0,Data Analyst
1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,Data Analyst
1,1,1,0,1,0,1,0,1,0,1,0,1,4,1,4,2,4,Data Analyst
1,0,1,0,1,0,2,0,0,0,1,3,1,1,1,0,1,0,Data Analyst
1,1,1,0,1,0,2,1,1,0,1,0,3,1,1,0,1,0,Data Analyst
1,1,1,1,0,0,4,0,1,0,4,3,1,1,1,0,1,0,Data Analyst
1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,2,1,0,Data Analyst
1,1,1,0,2,0,2,0,1,4,1,1,0,1,1,0,1,0,Data Analyst
1,1,1,0,1,3,0,0,1,0,1,0,1,1,1,3,1,0,Data Analyst
1,1,1,0,1,2,4,0,1,0,1,0,1,1,1,0,1,0,Data Analyst
1,1,1,0,1,0,1,0,1,2,1,0,1,1,3,4,1,3,Data Analyst
1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Data Analyst
1,1,3,0,1,0,1,0,1,0,1,0,1,1,2,0,1,0,Data Analyst
1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,3,Data Analyst
1,3,1,0,1,0,0,0,1,0,1,4,1,1,1,0,1,0,Data Analyst
3,1,1,0,1,0,4,0,1,0,2,0,1,1,1,0,1,0,Data Analyst
1,1,1,0,1,0,1,0,0,3,1,0,1,1,1,0,1,0,Data Analyst
1,1,1,0,1,0,1,0,1,0,1,2,1,1,1,0,3,3,Data Analyst
1,1,1,3,1,0,1,0,1,0,1,0,1,1,1,0,1,0,Data Analyst
1,1,1,4,1,0,2,0,1,0,1,0,1,1,1,0,1,3,Data Analyst
1,2,1,0,1,0,1,0,1,0,2,0,2,1,2,0,1,0,Data Analyst
1,1,1,4,1,4,1,0,1,2,1,0,1,1,1,0,1,3,Data Analyst
1,4,1,4,1,0,4,0,1,0,1,0,0,1,1,0,1,0,Data Analyst
1,1,1,0,1,0,1,0,1,0,2,4,4,1,2,0,1,2,Data Analyst
3,3,0,3,4,3,3,4,3,4,3,4,3,0,3,3,0,0,Social Worker
3,3,4,3,4,3,3,4,3,4,3,4,2,4,3,3,3,2,Social Worker
3,3,3,3,4,3,3,4,3,4,0,4,3,4,3,3,3,3,Social Worker
3,0,3,3,4,1,3,2,3,4,3,1,3,4,3,3,3,3,Social Worker
3,3,3,3,4,3,3,2,1,4,2,4,3,0,3,3,3,3,Social Worker
3,3,1,3,4,3,4,4,4,4,0,4,3,2,3,3,3,2,Social Worker
2,3,3,3,4,3,2,4,3,4,3,4,3,1,3,3,3,3,Social Worker
3,3,3,3,3,3,2,4,4,4,2,4,3,4,3,3,3,3,Social Worker
0,3,3,3,4,3,3,4,3,4,3,4,3,4,3,3,3,3,Social Worker
2,0,3,0,4,3,3,4,3,4,1,4,0,4,3,1,3,3,Social Worker
3,3,1,3,4,3,3,4,3,4,3,4,3,4,3,3,3,3,Social Worker
3,4,3,3,4,3,3,4,4,4,3,0,3,4,3,3,3,0,Social Worker
3,3,3,3,4,3,3,4,3,4,3,4,3,2,3,3,3,3,Social Worker
4,0,4,3,4,3,3,4,3,4,4,4,2,4,2,3,3,3,Social Worker
3,3,1,3,4,3,3,4,3,4,1,4,3,4,3,3,3,3,Social Worker
3,3,3,3,4,3,3,4,3,4,3,4,3,4,3,2,1,3,Social Worker
3,2,3,4,4,0,3,4,3,0,3,4,3,4,3,3,3,3,Social Worker
3,1,3,3,4,3,3,4,4,4,3,4,3,4,3,3,3,3,Social Worker
3,3,3,3,4,3,3,4,3,4,3,4,2,2,1,3,3,2,Social Worker
3,3,3,0,2,3,1,4,3,3,3,3,3,4,3,1,3,3,Social Worker
3,3,3,3,4,3,3,4,3,4,3,4,3,4,3,3,4,3,Social Worker
4,3,3,3,1,3,3,0,3,4,3,4,2,4,3,3,3,3,Social Worker
3,1,3,3,4,3,3,3,3,4,3,4,3,4,3,3,3,3,Social Worker
3,4,3,3,4,3,3,0,0,4,3,4,1,4,3,3,3,3,Social Worker
2,4,3,4,4,3,0,1,3,4,3,4,2,4,3,3,3,2,Social Worker
3,3,4,3,4,3,3,4,3,4,4,4,3,1,2,3,4,3,Social Worker
3,3,0,3,4,3,0,3,3,4,3,4,3,4,3,0,3,3,Social Worker
3,4,3,3,4,3,3,4,1,1,3,4,3,4,3,3,3,3,Social Worker
3,2,4,3,4,3,1,4,3,4,3,4,3,4,3,3,3,0,Social Worker
3,3,3,3,4,3,3,4,3,4,0,1,3,2,3,3,3,3,Social Worker
